target,source,layer,split,loss,uv_mse_norm,uv_rmse_norm,uv_mae_norm,uv_mae_px,valid_fraction
future_uv,denoise_tau=0.100,6,val,0.025092661615226653,0.025092661615226653,0.13891995026098264,0.10420905449590483,30.03473828722547,0.50244755636562
future_uv,denoise_tau=0.100,6,test,0.024483710899949072,0.024483710899949072,0.13116281628608703,0.10413945764303208,29.07662925720215,0.4775000135103861
current_uv,denoise_tau=0.100,6,val,0.029193685696154208,0.029193685696154208,0.14967973759541145,0.1218276906471986,35.44734768100552,0.5122377630713937
current_uv,denoise_tau=0.100,6,test,0.025430953751007717,0.025430953751007717,0.13486557106177013,0.10640346010526021,29.839958953857423,0.49375000794728596
future_uv,denoise_tau=0.100,14,val,0.021870134170395093,0.021870134170395093,0.1289263831360357,0.10161959588319272,28.916085796756345,0.50244755636562
future_uv,denoise_tau=0.100,14,test,0.021555588766932487,0.021555588766932487,0.1251831144094467,0.10176821202039718,28.076058197021485,0.4775000135103861
current_uv,denoise_tau=0.100,14,val,0.024373962576468507,0.024373962576468507,0.13678183140871408,0.1026407193679076,29.72990642894398,0.5122377630713937
current_uv,denoise_tau=0.100,14,test,0.024507363388935725,0.024507363388935725,0.1313536524772644,0.10717935115098953,29.623481241861978,0.49375000794728596
future_uv,denoise_tau=0.100,27,val,0.023269657162832212,0.023269657162832212,0.1324521107273502,0.10784061534421427,30.838665542069016,0.50244755636562
future_uv,denoise_tau=0.100,27,test,0.02604887423415979,0.02604887423415979,0.13578152954578399,0.10764017254114151,30.025414530436198,0.4775000135103861
current_uv,denoise_tau=0.100,27,val,0.02463390936072056,0.02463390936072056,0.13598590995465126,0.1106416995708759,31.639753221631885,0.5122377630713937
current_uv,denoise_tau=0.100,27,test,0.026944144194324813,0.026944144194324813,0.13736790418624878,0.10693159699440002,29.764710489908854,0.49375000794728596
future_uv,denoise_tau=0.000,6,val,0.026965344415886418,0.026965344415886418,0.14449205484006789,0.11791712941823305,33.60951302268288,0.50244755636562
future_uv,denoise_tau=0.000,6,test,0.02193409192065398,0.02193409192065398,0.12512726187705994,0.1032462626695633,29.219741821289062,0.4775000135103861
current_uv,denoise_tau=0.000,6,val,0.02735797625842628,0.02735797625842628,0.14563252386096473,0.12068736084274478,34.211700386100716,0.5122377630713937
current_uv,denoise_tau=0.000,6,test,0.02241951090594133,0.02241951090594133,0.12369469106197357,0.09653814136981964,27.668559010823568,0.49375000794728596
future_uv,denoise_tau=0.000,14,val,0.0215737507841387,0.0215737507841387,0.12830784177029883,0.09971860613856283,28.34394016132488,0.50244755636562
future_uv,denoise_tau=0.000,14,test,0.02219286027053992,0.02219286027053992,0.12681646049022674,0.10364407400290171,28.392666625976563,0.4775000135103861
current_uv,denoise_tau=0.000,14,val,0.022250204737838748,0.022250204737838748,0.12996597463017576,0.10290771675901814,29.319285706206635,0.5122377630713937
current_uv,denoise_tau=0.000,14,test,0.022211243833104768,0.022211243833104768,0.12664842903614043,0.1032698392868042,28.796931966145834,0.49375000794728596
future_uv,denoise_tau=0.000,27,val,0.023505477443129034,0.023505477443129034,0.13338995886432542,0.10892647197404942,31.118599644907704,0.50244755636562
future_uv,denoise_tau=0.000,27,test,0.025107042988141377,0.025107042988141377,0.13255761365095775,0.10617079436779023,29.781204477945963,0.4775000135103861
current_uv,denoise_tau=0.000,27,val,0.022759305306716816,0.022759305306716816,0.13156116743396212,0.10905911455621252,31.224708823890953,0.5122377630713937
current_uv,denoise_tau=0.000,27,test,0.023641800756255785,0.023641800756255785,0.1299776901801427,0.10390886863072714,29.316048431396485,0.49375000794728596
