mode,sigma_start,denoise_steps,sigma_schedule,target_latent_idx,prev_latent_baseline_cos,initial_noise_cos,latent_cos_pred_x0,latent_mse_pred_x0,latent_cos_x_final,latent_mse_x_final,cos_x_final_vs_baseline_diff,cos_pred_x0_vs_baseline_diff,hidden_cos
A1_causal,0.002,1,0.002 0.002,2,0.8892824649810791,-0.0007310686632990837,0.041483324021101,0.6129024028778076,-0.0007310686632990837,0.6130359768867493,-0.8900135336443782,-0.8477991409599781,0.7547773122787476
A1_causal,0.002,3,0.002 0.002 0.002 0.002,2,0.8892824649810791,0.0018447907641530037,0.04411160200834274,0.6128936409950256,0.0018447907641530037,0.6130279302597046,-0.8874376742169261,-0.8451708629727364,0.7556328773498535
A1_causal,0.002,5,0.002 0.002 0.002 0.002 0.002 0.002,2,0.8892824649810791,0.0010310346260666847,0.04331827536225319,0.6128965616226196,0.0010310346260666847,0.6130304932594299,-0.8882514303550124,-0.8459641896188259,0.755181610584259
A1_causal,0.002,10,0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002,2,0.8892824649810791,0.00042311486322432756,0.04267836734652519,0.6128984689712524,0.00042311486322432756,0.6130324006080627,-0.8888593501178548,-0.8466040976345539,0.7551568150520325
A1_causal,0.002,20,0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002,2,0.8892824649810791,-0.0020195189863443375,0.040408190339803696,0.6129058003425598,-0.0020195189863443375,0.613040030002594,-0.8913019839674234,-0.8488742746412754,0.7554289102554321
A1_causal,0.002,35,0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002 0.002,2,0.8892824649810791,-0.002784920623525977,0.039607416838407516,0.6129080653190613,-0.002784920623525977,0.6130424737930298,-0.8920673856046051,-0.8496750481426716,0.7557215690612793
A1_causal,0.1,1,0.1 0.002,2,0.8892824649810791,0.0025920141488313675,0.1058366671204567,0.6081227660179138,0.1024942547082901,0.6082826852798462,-0.786788210272789,-0.7834457978606224,0.5767196416854858
A1_causal,0.1,3,0.1 0.034031643 0.0095132449 0.002,2,0.8892824649810791,0.0010034102015197277,0.08701451122760773,0.6089668273925781,0.08459354192018509,0.6091213822364807,-0.804688923060894,-0.8022679537534714,0.7022281289100647
A1_causal,0.1,5,0.1 0.053439289 0.02684994 0.01251403 0.0053114877 0.002,2,0.8892824649810791,-0.00165685941465199,0.08137429505586624,0.6092987060546875,0.07884789258241653,0.609468936920166,-0.8104345723986626,-0.8079081699252129,0.7320296764373779
A1_causal,0.1,10,0.1 0.073616384 0.053439289 0.038200974 0.02684994 0.018521996 0.01251403 0.0082603545 0.0053114877 0.0033152443 0.002,2,0.8892824649810791,-0.0009780863765627146,0.07697980105876923,0.6095559597015381,0.0746263638138771,0.609724760055542,-0.814656101167202,-0.8123026639223099,0.7467797994613647
A1_causal,0.1,20,0.1 0.085943847 0.073616384 0.062836682 0.053439289 0.045273219 0.038200974 0.032097629 0.02684994 0.022355512 0.018521996 0.015266332 0.01251403 0.01019849 0.0082603545 0.0066469055 0.0053114877 0.0042129709 0.0033152443 0.0025867421 0.002,2,0.8892824649810791,-0.0007477977778762579,0.08170481026172638,0.6092088222503662,0.07911484688520432,0.6093910932540894,-0.8101676180958748,-0.8075776547193527,0.7429095506668091
A1_causal,0.1,35,0.1 0.091745113 0.084081337 0.076972968 0.070386051 0.06428831 0.05864909 0.053439289 0.048631306 0.044198975 0.040117511 0.036363458 0.032914628 0.029750055 0.02684994 0.024195604 0.021769437 0.019554856 0.017536254 0.01569896 0.014029194 0.01251403 0.011141349 0.0098998054 0.008778789 0.007768387 0.00685935 0.006043058 0.0053114877 0.0046571809 0.0040732143 0.00355317 0.0030911073 0.0026815359 0.0023193893 0.002,2,0.8892824649810791,-0.0013359561562538147,0.0779605507850647,0.6094760298728943,0.0754227265715599,0.609658420085907,-0.8138597384095192,-0.8113219141960144,0.744942307472229
A1_causal,0.2,1,0.2 0.002,2,0.8892824649810791,-0.0007424006471410394,0.11438000947237015,0.6072989106178284,0.1114860326051712,0.6074296236038208,-0.7777964323759079,-0.774902455508709,0.5804409384727478
A1_causal,0.2,3,0.2 0.0586824 0.013257717 0.002,2,0.8892824649810791,0.0012245094403624535,0.11557397991418839,0.6064525246620178,0.11289027333259583,0.6066315770149231,-0.7763921916484833,-0.7737084850668907,0.6686435341835022
A1_causal,0.2,5,0.2 0.098362193 0.044649739 0.018328508 0.0066066377 0.002,2,0.8892824649810791,-0.0014938183594495058,0.10262393206357956,0.6071350574493408,0.10037606209516525,0.6073189377784729,-0.7889064028859138,-0.7866585329174995,0.7372835874557495
A1_causal,0.2,10,0.2 0.14152499 0.098362193 0.067012946 0.044649739 0.029014642 0.018328508 0.011210405 0.0066066377 0.0037287665 0.002,2,0.8892824649810791,-0.003121541813015938,0.08729590475559235,0.6084188222885132,0.08529534935951233,0.608603835105896,-0.8039871156215668,-0.8019865602254868,0.7568751573562622
A1_causal,0.2,20,0.2 0.16860057 0.14152499 0.11826523 0.098362193 0.081402081 0.067012946 0.054861442 0.044649739 0.036112603 0.029014642 0.023147719 0.018328508 0.014396209 0.011210405 0.0086490561 0.0066066377 0.0049924015 0.0037287665 0.0027498308 0.002,2,0.8892824649810791,-0.0014060584362596273,0.09513872861862183,0.6076160669326782,0.09327122569084167,0.607792854309082,-0.7960112392902374,-0.7941437363624573,0.7763277292251587
A1_causal,0.2,35,0.2 0.18149657 0.16448031 0.14885023 0.13451093 0.12137233 0.10934945 0.098362193 0.088335119 0.079197261 0.070881911 0.063326422 0.056472028 0.050263652 0.044649739 0.039582077 0.035015634 0.030908398 0.027221224 0.023917684 0.020963919 0.018328508 0.015982328 0.013898427 0.012051903 0.01041978 0.0089808983 0.0077158029 0.0066066377 0.0056370462 0.0047920738 0.0040580766 0.0034226328 0.0028744588 0.0024033291 0.002,2,0.8892824649810791,0.0007226228481158614,0.09714984148740768,0.6074390411376953,0.0951346829533577,0.6076257228851318,-0.7941477820277214,-0.7921326234936714,0.7694560885429382
A1_causal,0.3,1,0.3 0.002,2,0.8892824649810791,-0.0023331930860877037,0.07777750492095947,0.6095237135887146,0.07613252848386765,0.6096280217170715,-0.8131499364972115,-0.8115049600601196,0.5500527620315552
A1_causal,0.3,3,0.3 0.081133566 0.016226949 0.002,2,0.8892824649810791,0.00024451850913465023,0.10536310076713562,0.606950581073761,0.10297951102256775,0.6071330308914185,-0.7863029539585114,-0.7839193642139435,0.683525800704956
A1_causal,0.3,5,0.3 0.14100742 0.060489028 0.023092868 0.0075584543 0.002,2,0.8892824649810791,0.001519478508271277,0.10923514515161514,0.6063522100448608,0.10687806457281113,0.6065525412559509,-0.782404400408268,-0.780047319829464,0.7212714552879333
A1_causal,0.3,10,0.3 0.20777812 0.14100742 0.093542951 0.060489028 0.037998166 0.023092868 0.013508865 0.0075584543 0.0040125394 0.002,2,0.8892824649810791,-0.0005833946052007377,0.08416897803544998,0.6086934208869934,0.08218882977962494,0.6088889837265015,-0.8070936352014542,-0.8051134869456291,0.7330718636512756
A1_causal,0.3,20,0.3 0.25026881 0.20777812 0.17162723 0.14100742 0.1151947 0.093542951 0.07547751 0.060489028 0.04812776 0.037998166 0.029753859 0.023092868 0.017753229 0.013508865 0.010165767 0.0075584543 0.0055467031 0.0040125394 0.0028574778 0.002,2,0.8892824649810791,-0.0025794762186706066,0.07957659661769867,0.6091575026512146,0.07766611129045486,0.6093577146530151,-0.8116163536906242,-0.8097058683633804,0.7409957647323608
A1_causal,0.3,35,0.3 0.27063963 0.24377747 0.2192338 0.1968394 0.17643509 0.15787126 0.14100742 0.12571182 0.11186098 0.099339358 0.088038896 0.077858693 0.068704632 0.060489028 0.053130297 0.046552631 0.040685684 0.035464273 0.030828089 0.026721417 0.023092868 0.019895124 0.017084689 0.014621654 0.012469471 0.010594733 0.0089669715 0.0075584543 0.0063439991 0.0053007926 0.0044082197 0.0036477003 0.0030025349 0.0024577582 0.002,2,0.8892824649810791,0.0006725888233631849,0.08211115002632141,0.6089059710502625,0.08023123443126678,0.6091093420982361,-0.8090512305498123,-0.8071713149547577,0.7424426078796387
A1_causal,0.5,1,0.5 0.002,2,0.8892824649810791,1.9489729311317205e-05,0.07535169273614883,0.6095511317253113,0.07432402670383453,0.609643280506134,-0.8149584382772446,-0.8139307722449303,0.5189744234085083
A1_causal,0.5,3,0.5 0.12266964 0.021107669 0.002,2,0.8892824649810791,-0.0008482519770041108,0.09719810634851456,0.6073267459869385,0.09480103850364685,0.6075690388679504,-0.7944814264774323,-0.7920843586325645,0.6833603382110596
A1_causal,0.5,5,0.5 0.22269149 0.089224105 0.031149099 0.0090225648 0.002,2,0.8892824649810791,0.002420570235699415,0.09674476832151413,0.6073112487792969,0.09421281516551971,0.6075919270515442,-0.7950696498155594,-0.792537696659565,0.7225797176361084
A1_causal,0.5,10,0.5 0.33760387 0.22269149 0.14307905 0.089224105 0.053770554 0.031149099 0.017229734 0.0090225648 0.0044233257 0.002,2,0.8892824649810791,-0.0004683562438003719,0.07138438522815704,0.6102840304374695,0.06942930817604065,0.6105355620384216,-0.8198531568050385,-0.8178980797529221,0.748065173625946
A1_causal,0.5,20,0.5 0.41198815 0.33760387 0.27504134 0.22269149 0.17912547 0.14307905 0.11343794 0.089224105 0.069582798 0.053770554 0.04114394 0.031149099 0.023312053 0.017229734 0.012561706 0.0090225648 0.0063749751 0.0044233257 0.0030079658 0.002,2,0.8892824649810791,-0.0006505856290459633,0.07351675629615784,0.610199511051178,0.07172194123268127,0.6104470491409302,-0.8175605237483978,-0.8157657086849213,0.7659368515014648
A1_causal,0.5,35,0.5 0.44792616 0.40057184 0.35757508 0.31859647 0.28331807 0.25144242 0.22269149 0.19680574 0.17354315 0.15267836 0.13400177 0.11731869 0.10244855 0.089224105 0.077490698 0.067105514 0.057936901 0.0498637 0.042774603 0.036567542 0.031149099 0.026433944 0.0223443 0.018809431 0.015765147 0.013153347 0.010921567 0.0090225648 0.0074139185 0.0060576472 0.0049198535 0.003970385 0.0031825143 0.0025326392 0.002,2,0.8892824649810791,-0.0013838745653629303,0.0679784044623375,0.6110923290252686,0.06624586880207062,0.6113540530204773,-0.8230365961790085,-0.8213040605187416,0.7676127552986145
A1_causal,0.8,1,0.8 0.002,2,0.8892824649810791,0.0008348760893568397,0.1275276243686676,0.6041122078895569,0.1262175589799881,0.6042170524597168,-0.763064906001091,-0.7617548406124115,0.49014177918434143
A1_causal,0.8,3,0.8 0.1803376 0.027107146 0.002,2,0.8892824649810791,0.001425350084900856,0.14136719703674316,0.6021899580955505,0.13864034414291382,0.6024625897407532,-0.7506421208381653,-0.7479152679443359,0.6573136448860168
A1_causal,0.8,5,0.8 0.3401087 0.12833713 0.041349901 0.010699258 0.002,2,0.8892824649810791,-0.00250276830047369,0.08987566828727722,0.6081963181495667,0.0873916819691658,0.6085257530212402,-0.8018907830119133,-0.7994067966938019,0.7211432456970215
A1_causal,0.8,10,0.8 0.52847472 0.3401087 0.2124934 0.12833713 0.074533362 0.041349901 0.021730302 0.010699258 0.0048635222 0.002,2,0.8892824649810791,-0.003160082269459963,0.08520699292421341,0.609006941318512,0.0828695148229599,0.6093495488166809,-0.8064129501581192,-0.8040754720568657,0.7474581599235535
A1_causal,0.8,20,0.8 0.65221396 0.52847472 0.42542904 0.3401087 0.26989634 0.2124934 0.16589006 0.12833713 0.098319816 0.074533362 0.055860379 0.041349901 0.030198058 0.021730302 0.015385136 0.010699258 0.0072940769 0.0048635222 0.0031630801 0.002,2,0.8892824649810791,0.002997619565576315,0.12953846156597137,0.6028951406478882,0.12711623311042786,0.6032224297523499,-0.7621662318706512,-0.7597440034151077,0.7567839622497559
A1_causal,0.8,35,0.8 0.71239631 0.63314727 0.56157808 0.49705823 0.43899935 0.38685301 0.3401087 0.29829176 0.26096154 0.22770947 0.19815731 0.17195544 0.14878115 0.12833713 0.11034987 0.09456826 0.080762136 0.068720976 0.0582526 0.049181945 0.041349901 0.034612187 0.028838295 0.023910477 0.019722787 0.01618017 0.013197598 0.010699258 0.0086177777 0.0068935054 0.0054738218 0.0043125011 0.0033691094 0.0026084422 0.002,2,0.8892824649810791,-0.002372963819652796,0.07817835360765457,0.6102071404457092,0.0759943276643753,0.6105572581291199,-0.8132881373167038,-0.8111041113734245,0.759519100189209
A1_causal,1.0,1,1 0.002,2,0.8892824649810791,0.00045514374505728483,0.16588659584522247,0.5994582176208496,0.16416598856449127,0.5995844006538391,-0.7251164764165878,-0.7233958691358566,0.47601181268692017
A1_causal,1.0,3,1 0.21688892 0.030609557 0.002,2,0.8892824649810791,0.0015105578349903226,0.1574651300907135,0.599775493144989,0.1550692319869995,0.6000218987464905,-0.7342132329940796,-0.7318173348903656,0.6705065965652466
A1_causal,1.0,5,1 0.41625082 0.15280411 0.047427303 0.011630898 0.002,2,0.8892824649810791,-0.0019608810544013977,0.1418473869562149,0.6015036702156067,0.13899728655815125,0.6018462777137756,-0.7502851784229279,-0.7474350780248642,0.7102645635604858
A1_causal,1.0,10,1 0.65408052 0.41625082 0.25675965 0.15280411 0.087233805 0.047427303 0.02432853 0.011630898 0.005096774 0.002,2,0.8892824649810791,0.00010657112579792738,0.12660346925258636,0.6032452583312988,0.12408240139484406,0.6036067605018616,-0.765200063586235,-0.7626789957284927,0.7483315467834473
A1_causal,1.0,20,1 0.811359 0.65408052 0.52369317 0.41625082 0.3282849 0.25675965 0.19903033 0.15280411 0.11610374 0.087233805 0.064749394 0.047427303 0.034239447 0.02432853 0.016985811 0.011630898 0.0077934621 0.005096774 0.0032429792 0.002,2,0.8892824649810791,-0.0012741070240736008,0.10446149110794067,0.606663167476654,0.10262120515108109,0.6069707274436951,-0.786661259829998,-0.7848209738731384,0.7726280689239502
A1_causal,1.0,35,1 0.8880843 0.78708077 0.69608796 0.61426499 0.54082849 0.47504954 0.41625082 0.36380383 0.31712616 0.27567895 0.23896435 0.2065232 0.17793268 0.15280411 0.13078086 0.11153633 0.09477198 0.080215515 0.067619094 0.056757655 0.047427303 0.03944378 0.032641014 0.026869736 0.021996172 0.017900804 0.014477198 0.011630898 0.0092783902 0.007346116 0.0057695599 0.004492386 0.0034656348 0.0026469736 0.002,2,0.8892824649810791,0.0015817703679203987,0.12315277010202408,0.6038068532943726,0.12141284346580505,0.6041045784950256,-0.767869621515274,-0.766129694879055,0.7804664373397827
