mode,guidance_scale,negative_prompt,future_latent_slots,sigma_start,denoise_steps,sigma_schedule,target_latent_idx,target_latent_end,prev_latent_baseline_cos,prev_sequence_baseline_cos,initial_noise_cos,initial_noise_sequence_cos,latent_cos_pred_x0,latent_mse_pred_x0,latent_cos_x_final,latent_mse_x_final,sequence_cos_pred_x0,sequence_mse_pred_x0,sequence_cos_x_final,sequence_mse_x_final,cos_x_final_vs_baseline_diff,cos_pred_x0_vs_baseline_diff,sequence_cos_x_final_vs_baseline_diff,sequence_cos_pred_x0_vs_baseline_diff,hidden_cos
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,20,0.5 0.41198815 0.33760387 0.27504134 0.22269149 0.17912547 0.14307905 0.11343794 0.089224105 0.069582798 0.053770554 0.04114394 0.031149099 0.023312053 0.017229734 0.012561706 0.0090225648 0.0063749751 0.0044233257 0.0030079658 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0006014110404066741,-0.0006014110404066741,0.2612249255180359,0.4561872184276581,0.2573595345020294,0.45654726028442383,0.2612249255180359,0.4561872184276581,0.2573595345020294,0.45654726028442383,-0.5706757009029388,-0.5668103098869324,-0.5706757009029388,-0.5668103098869324,0.7717424631118774
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,1,0.8 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.002399374730885029,-0.002399374730885029,0.16283555328845978,0.46606624126434326,0.16238436102867126,0.46613624691963196,0.16283555328845978,0.46606624126434326,0.16238436102867126,0.46613624691963196,-0.665650874376297,-0.6651996821165085,-0.665650874376297,-0.6651996821165085,0.4971061944961548
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,3,0.8 0.1803376 0.027107146 0.002,1,2,0.8280352354049683,0.8280352354049683,0.003010130487382412,0.003010130487382412,0.29737842082977295,0.44655871391296387,0.2930850386619568,0.44710928201675415,0.29737842082977295,0.44655871391296387,0.2930850386619568,0.44710928201675415,-0.5349501967430115,-0.5306568145751953,-0.5349501967430115,-0.5306568145751953,0.6669414043426514
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,5,0.8 0.3401087 0.12833713 0.041349901 0.010699258 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0006354560609906912,-0.0006354560609906912,0.32210543751716614,0.4437384605407715,0.3179413080215454,0.444256991147995,0.32210543751716614,0.4437384605407715,0.3179413080215454,0.444256991147995,-0.5100939273834229,-0.5059297978878021,-0.5100939273834229,-0.5059297978878021,0.7422876358032227
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,10,0.8 0.52847472 0.3401087 0.2124934 0.12833713 0.074533362 0.041349901 0.021730302 0.010699258 0.0048635222 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0007576456991955638,0.0007576456991955638,0.3264365494251251,0.44281983375549316,0.3232516348361969,0.44322824478149414,0.3264365494251251,0.44281983375549316,0.3232516348361969,0.44322824478149414,-0.5047836005687714,-0.5015986859798431,-0.5047836005687714,-0.5015986859798431,0.7828595638275146
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,20,0.8 0.65221396 0.52847472 0.42542904 0.3401087 0.26989634 0.2124934 0.16589006 0.12833713 0.098319816 0.074533362 0.055860379 0.041349901 0.030198058 0.021730302 0.015385136 0.010699258 0.0072940769 0.0048635222 0.0031630801 0.002,1,2,0.8280352354049683,0.8280352354049683,0.00132402079179883,0.00132402079179883,0.3272372782230377,0.44012248516082764,0.32384586334228516,0.44057151675224304,0.3272372782230377,0.44012248516082764,0.32384586334228516,0.44057151675224304,-0.5041893720626831,-0.5007979571819305,-0.5041893720626831,-0.5007979571819305,0.7944003939628601
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,1,1 0.002,1,2,0.8280352354049683,0.8280352354049683,0.003991936333477497,0.003991936333477497,0.21767419576644897,0.45691540837287903,0.2171987146139145,0.45699211955070496,0.21767419576644897,0.45691540837287903,0.2171987146139145,0.45699211955070496,-0.6108365207910538,-0.6103610396385193,-0.6108365207910538,-0.6103610396385193,0.5059108138084412
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,3,1 0.21688892 0.030609557 0.002,1,2,0.8280352354049683,0.8280352354049683,4.7002220526337624e-05,4.7002220526337624e-05,0.29501456022262573,0.4465775489807129,0.29137057065963745,0.4470336139202118,0.29501456022262573,0.4465775489807129,0.29137057065963745,0.4470336139202118,-0.5366646647453308,-0.5330206751823425,-0.5366646647453308,-0.5330206751823425,0.6903329491615295
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,5,1 0.41625082 0.15280411 0.047427303 0.011630898 0.002,1,2,0.8280352354049683,0.8280352354049683,0.002925431588664651,0.002925431588664651,0.32668426632881165,0.4402114152908325,0.3233376741409302,0.44067201018333435,0.32668426632881165,0.4402114152908325,0.3233376741409302,0.44067201018333435,-0.5046975612640381,-0.5013509690761566,-0.5046975612640381,-0.5013509690761566,0.7488802671432495
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,10,1 0.65408052 0.41625082 0.25675965 0.15280411 0.087233805 0.047427303 0.02432853 0.011630898 0.005096774 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0004144985578022897,-0.0004144985578022897,0.29534998536109924,0.4430214762687683,0.2922557294368744,0.4435108006000519,0.29534998536109924,0.4430214762687683,0.2922557294368744,0.4435108006000519,-0.5357795059680939,-0.532685250043869,-0.5357795059680939,-0.532685250043869,0.7624831199645996
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,20,1 0.811359 0.65408052 0.52369317 0.41625082 0.3282849 0.25675965 0.19903033 0.15280411 0.11610374 0.087233805 0.064749394 0.047427303 0.034239447 0.02432853 0.016985811 0.011630898 0.0077934621 0.005096774 0.0032429792 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0011127946199849248,0.0011127946199849248,0.3184617757797241,0.43813663721084595,0.31569451093673706,0.43856552243232727,0.3184617757797241,0.43813663721084595,0.31569451093673706,0.43856552243232727,-0.5123407244682312,-0.5095734596252441,-0.5123407244682312,-0.5095734596252441,0.7922928929328918
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,1,2 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0022849789820611477,0.0022849789820611477,0.2622099816799164,0.448751300573349,0.2616232633590698,0.4488358497619629,0.2622099816799164,0.448751300573349,0.2616232633590698,0.4488358497619629,-0.5664119720458984,-0.5658252537250519,-0.5664119720458984,-0.5658252537250519,0.5031508207321167
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,3,2 0.38721939 0.045149488 0.002,1,2,0.8280352354049683,0.8280352354049683,0.000926999025978148,0.000926999025978148,0.283191442489624,0.44504475593566895,0.2815605103969574,0.4452987611293793,0.283191442489624,0.44504475593566895,0.2815605103969574,0.4452987611293793,-0.5464747250080109,-0.5448437929153442,-0.5464747250080109,-0.5448437929153442,0.6226474046707153
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,5,2 0.7825805 0.26474258 0.073391184 0.015237082 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0016975672915577888,0.0016975672915577888,0.36769232153892517,0.42894071340560913,0.36519762873649597,0.4293351471424103,0.36769232153892517,0.42894071340560913,0.36519762873649597,0.4293351471424103,-0.4628376066684723,-0.4603429138660431,-0.4628376066684723,-0.4603429138660431,0.7048133611679077
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,10,2 1.2708733 0.7825805 0.46481215 0.26474258 0.14354265 0.073391184 0.034946133 0.015237082 0.0059406159 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0016238028183579445,-0.0016238028183579445,0.3415110111236572,0.43276482820510864,0.33875203132629395,0.43323278427124023,0.3415110111236572,0.43276482820510864,0.33875203132629395,0.43323278427124023,-0.4892832040786743,-0.48652422428131104,-0.4892832040786743,-0.48652422428131104,0.7776573896408081
A1_causal,5.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,20,2 1.600149 1.2708733 1.0014712 0.7825805 0.60604875 0.46481215 0.35278252 0.26474258 0.19624894 0.14354265 0.1034668 0.073391184 0.051143357 0.034946133 0.023360972 0.015237082 0.0096658937 0.0059406159 0.0035205698 0.002,1,2,0.8280352354049683,0.8280352354049683,0.000986243598163128,0.000986243598163128,0.3672897219657898,0.4267102777957916,0.36441493034362793,0.427190899848938,0.3672897219657898,0.4267102777957916,0.36441493034362793,0.427190899848938,-0.46362030506134033,-0.46074551343917847,-0.46362030506134033,-0.46074551343917847,0.7818455696105957
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,1,0.5 0.002,1,2,0.8280352354049683,0.8280352354049683,0.001256519928574562,0.001256519928574562,0.17015542089939117,0.46517643332481384,0.16992011666297913,0.4652177095413208,0.17015542089939117,0.46517643332481384,0.16992011666297913,0.4652177095413208,-0.6581151187419891,-0.6578798145055771,-0.6581151187419891,-0.6578798145055771,0.5366469621658325
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,3,0.5 0.12266964 0.021107669 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0006586223025806248,0.0006586223025806248,0.29845863580703735,0.4509320557117462,0.2941026985645294,0.45141178369522095,0.29845863580703735,0.4509320557117462,0.2941026985645294,0.45141178369522095,-0.5339325368404388,-0.5295765995979309,-0.5339325368404388,-0.5295765995979309,0.6909922361373901
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,5,0.5 0.22269149 0.089224105 0.031149099 0.0090225648 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0021737664937973022,0.0021737664937973022,0.36293819546699524,0.4407363831996918,0.3583317995071411,0.44129619002342224,0.36293819546699524,0.4407363831996918,0.3583317995071411,0.44129619002342224,-0.46970343589782715,-0.465097039937973,-0.46970343589782715,-0.465097039937973,0.7496020793914795
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,10,0.5 0.33760387 0.22269149 0.14307905 0.089224105 0.053770554 0.031149099 0.017229734 0.0090225648 0.0044233257 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.00202380632981658,-0.00202380632981658,0.20111267268657684,0.46316641569137573,0.19842049479484558,0.4634247422218323,0.20111267268657684,0.46316641569137573,0.19842049479484558,0.4634247422218323,-0.6296147406101227,-0.6269225627183914,-0.6296147406101227,-0.6269225627183914,0.7653889656066895
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.5,20,0.5 0.41198815 0.33760387 0.27504134 0.22269149 0.17912547 0.14307905 0.11343794 0.089224105 0.069582798 0.053770554 0.04114394 0.031149099 0.023312053 0.017229734 0.012561706 0.0090225648 0.0063749751 0.0044233257 0.0030079658 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0018607345409691334,-0.0018607345409691334,0.14718025922775269,0.4688106179237366,0.14506836235523224,0.4690326750278473,0.14718025922775269,0.4688106179237366,0.14506836235523224,0.4690326750278473,-0.682966873049736,-0.6808549761772156,-0.682966873049736,-0.6808549761772156,0.7574446201324463
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,1,0.8 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0008340521599166095,0.0008340521599166095,0.16405071318149567,0.46702179312705994,0.16385504603385925,0.467049777507782,0.16405071318149567,0.46702179312705994,0.16385504603385925,0.467049777507782,-0.664180189371109,-0.6639845222234726,-0.664180189371109,-0.6639845222234726,0.500434160232544
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,3,0.8 0.1803376 0.027107146 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0015079097356647253,-0.0015079097356647253,0.2973903715610504,0.44527876377105713,0.29368674755096436,0.44578585028648376,0.2973903715610504,0.44527876377105713,0.29368674755096436,0.44578585028648376,-0.5343484878540039,-0.5306448638439178,-0.5343484878540039,-0.5306448638439178,0.7232704162597656
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,5,0.8 0.3401087 0.12833713 0.041349901 0.010699258 0.002,1,2,0.8280352354049683,0.8280352354049683,0.00019220297690480947,0.00019220297690480947,0.28196561336517334,0.4452723264694214,0.2785910367965698,0.44580888748168945,0.28196561336517334,0.4452723264694214,0.2785910367965698,0.44580888748168945,-0.5494441986083984,-0.5460696220397949,-0.5494441986083984,-0.5460696220397949,0.7714979648590088
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,10,0.8 0.52847472 0.3401087 0.2124934 0.12833713 0.074533362 0.041349901 0.021730302 0.010699258 0.0048635222 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0021281782537698746,0.0021281782537698746,0.3789443373680115,0.42876556515693665,0.375285804271698,0.4293169677257538,0.3789443373680115,0.42876556515693665,0.375285804271698,0.4293169677257538,-0.45274943113327026,-0.4490908980369568,-0.45274943113327026,-0.4490908980369568,0.7858295440673828
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,0.8,20,0.8 0.65221396 0.52847472 0.42542904 0.3401087 0.26989634 0.2124934 0.16589006 0.12833713 0.098319816 0.074533362 0.055860379 0.041349901 0.030198058 0.021730302 0.015385136 0.010699258 0.0072940769 0.0048635222 0.0031630801 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0017362723592668772,0.0017362723592668772,0.33264780044555664,0.4347634017467499,0.329689621925354,0.4352298378944397,0.33264780044555664,0.4347634017467499,0.329689621925354,0.4352298378944397,-0.49834561347961426,-0.4953874349594116,-0.49834561347961426,-0.4953874349594116,0.797852098941803
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,1,1 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0008158409036695957,0.0008158409036695957,0.158578023314476,0.46766728162765503,0.15824614465236664,0.4677332639694214,0.158578023314476,0.46766728162765503,0.15824614465236664,0.4677332639694214,-0.6697890907526016,-0.6694572120904922,-0.6697890907526016,-0.6694572120904922,0.5030344128608704
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,3,1 0.21688892 0.030609557 0.002,1,2,0.8280352354049683,0.8280352354049683,0.000454053923022002,0.000454053923022002,0.29815804958343506,0.4442003071308136,0.29488667845726013,0.4446594715118408,0.29815804958343506,0.4442003071308136,0.29488667845726013,0.4446594715118408,-0.5331485569477081,-0.5298771858215332,-0.5331485569477081,-0.5298771858215332,0.7246981859207153
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,5,1 0.41625082 0.15280411 0.047427303 0.011630898 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0014206699561327696,-0.0014206699561327696,0.30423808097839355,0.44180840253829956,0.3002559244632721,0.44242197275161743,0.30423808097839355,0.44180840253829956,0.3002559244632721,0.44242197275161743,-0.5277793109416962,-0.5237971544265747,-0.5277793109416962,-0.5237971544265747,0.7503899931907654
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,10,1 0.65408052 0.41625082 0.25675965 0.15280411 0.087233805 0.047427303 0.02432853 0.011630898 0.005096774 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0018520622979849577,-0.0018520622979849577,0.3503245711326599,0.43204769492149353,0.34695369005203247,0.4325907528400421,0.3503245711326599,0.43204769492149353,0.34695369005203247,0.4325907528400421,-0.4810815453529358,-0.47771066427230835,-0.4810815453529358,-0.47771066427230835,0.7878290414810181
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,1.0,20,1 0.811359 0.65408052 0.52369317 0.41625082 0.3282849 0.25675965 0.19903033 0.15280411 0.11610374 0.087233805 0.064749394 0.047427303 0.034239447 0.02432853 0.016985811 0.011630898 0.0077934621 0.005096774 0.0032429792 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0005802916712127626,0.0005802916712127626,0.37991106510162354,0.42655444145202637,0.3766177296638489,0.4270484149456024,0.37991106510162354,0.42655444145202637,0.3766177296638489,0.4270484149456024,-0.4514175057411194,-0.4481241703033447,-0.4514175057411194,-0.4481241703033447,0.7932437658309937
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,1,2 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0005278687458485365,-0.0005278687458485365,0.2074972689151764,0.4583750069141388,0.207309752702713,0.4584154784679413,0.2074972689151764,0.4583750069141388,0.207309752702713,0.4584154784679413,-0.6207254827022552,-0.6205379664897919,-0.6207254827022552,-0.6205379664897919,0.5057966113090515
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,3,2 0.38721939 0.045149488 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0020371691789478064,-0.0020371691789478064,0.2995559275150299,0.43745100498199463,0.2969472110271454,0.4380228817462921,0.2995559275150299,0.43745100498199463,0.2969472110271454,0.4380228817462921,-0.5310880243778229,-0.5284793078899384,-0.5310880243778229,-0.5284793078899384,0.6587703227996826
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,5,2 0.7825805 0.26474258 0.073391184 0.015237082 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0031443946063518524,0.0031443946063518524,0.42063483595848083,0.4121007025241852,0.41816389560699463,0.41257238388061523,0.42063483595848083,0.4121007025241852,0.41816389560699463,0.41257238388061523,-0.40987133979797363,-0.4074003994464874,-0.40987133979797363,-0.4074003994464874,0.7703332901000977
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,10,2 1.2708733 0.7825805 0.46481215 0.26474258 0.14354265 0.073391184 0.034946133 0.015237082 0.0059406159 0.002,1,2,0.8280352354049683,0.8280352354049683,0.002581678330898285,0.002581678330898285,0.4207130968570709,0.41325050592422485,0.4179338216781616,0.4137677252292633,0.4207130968570709,0.41325050592422485,0.4179338216781616,0.4137677252292633,-0.41010141372680664,-0.40732213854789734,-0.41010141372680664,-0.40732213854789734,0.8016481399536133
A1_causal,7.0,/data/repos/cosmos_causal_probe/negative_prompt_quality.txt,1,2.0,20,2 1.600149 1.2708733 1.0014712 0.7825805 0.60604875 0.46481215 0.35278252 0.26474258 0.19624894 0.14354265 0.1034668 0.073391184 0.051143357 0.034946133 0.023360972 0.015237082 0.0096658937 0.0059406159 0.0035205698 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0014905421994626522,-0.0014905421994626522,0.3825787305831909,0.41952380537986755,0.37977713346481323,0.42007240653038025,0.3825787305831909,0.41952380537986755,0.37977713346481323,0.42007240653038025,-0.44825810194015503,-0.44545650482177734,-0.44825810194015503,-0.44545650482177734,0.8067768812179565
