target,source,layer,horizon,future_step,future_step_1based,split,loss,uv_mse_norm,uv_rmse_norm,uv_mae_norm,uv_mae_px,valid_fraction
future_uv,denoise_step=001,24,24.0,5,6,test,0.030451753251948713,0.030451753251948713,0.17394555969391304,0.14469208841368278,40.365406518150316,0.364389237286388
future_uv,denoise_step=001,24,36.0,8,9,val,0.017450828007860467,0.017450828007860467,0.11470156809386475,0.09032425884066558,25.832239277271444,0.2421602773957136
future_uv,denoise_step=001,24,36.0,8,9,test,0.029763911671427466,0.029763911671427466,0.17192511596788285,0.1408684429236327,38.95271329702057,0.26915113939508395
future_uv,denoise_step=001,24,45.0,10,11,val,0.01715918721222296,0.01715918721222296,0.11271577268735042,0.08965739571466678,25.538524574519034,0.18292682989133774
future_uv,denoise_step=001,24,45.0,10,11,test,0.026243699988346417,0.026243699988346417,0.1613994889254402,0.1351526905907854,37.14484945735576,0.2256728760574175
future_uv,denoise_step=003,8,8.0,1,2,val,0.01668112345351367,0.01668112345351367,0.1137204930342033,0.08590051389010525,24.38013510753884,0.4216027868334009
future_uv,denoise_step=003,8,8.0,1,2,test,0.03596519772156178,0.03596519772156178,0.18685493280428536,0.15348171521417842,43.466998043020816,0.44099379079435674
future_uv,denoise_step=003,8,16.0,3,4,val,0.020410556255317316,0.020410556255317316,0.12434731922290881,0.0951974415561048,26.948621583732578,0.37456446117640374
future_uv,denoise_step=003,8,16.0,3,4,test,0.03083829855156858,0.03083829855156858,0.1747384030009402,0.14436275427139078,40.67284068705873,0.3995859170058746
future_uv,denoise_step=003,8,24.0,5,6,val,0.016403821287254837,0.016403821287254837,0.1117418821161217,0.0860195676520311,24.374490026812936,0.3344947735191638
future_uv,denoise_step=003,8,24.0,5,6,test,0.029305051688266838,0.029305051688266838,0.1702806092875838,0.1398797769477402,39.0529191785224,0.364389237286388
future_uv,denoise_step=003,8,36.0,8,9,val,0.014703315309531182,0.014703315309531182,0.10419138077036429,0.08001626275142311,22.94157416313783,0.2421602773957136
future_uv,denoise_step=003,8,36.0,8,9,test,0.02269853856684505,0.02269853856684505,0.14922565289659284,0.12155920810087374,34.09470868949811,0.26915113939508395
future_uv,denoise_step=003,8,45.0,10,11,val,0.016490510908257254,0.016490510908257254,0.10916432421589563,0.08224865508619501,23.723833702167152,0.18292682989133774
future_uv,denoise_step=003,8,45.0,10,11,test,0.01721246054253346,0.01721246054253346,0.1308581746081141,0.10615052330629672,29.35599166759546,0.2256728760574175
future_uv,denoise_step=003,12,8.0,1,2,val,0.018379655987906956,0.018379655987906956,0.11944133759791012,0.09048453230371874,25.577304401464165,0.4216027868334009
