layer,source,target,test_loss,loss_improvement_vs_raw,uv_mse_norm,uv_rmse_norm,uv_mae_norm,uv_mae_px,uv_mae_px_improvement_vs_raw,valid_fraction,horizon,future_step,future_step_1based
20,denoise_step=001,future_uv,0.0266233121602184,-2.0552936220777553,0.0266233121602184,0.1623994965977797,0.1315926215601757,36.54193751017253,-0.8902279598670975,0.2691511393950839,36,8,9
20,denoise_step=003,future_uv,0.0269303773809417,-2.0905324535496583,0.0269303773809417,0.1627067865236945,0.1302846487511265,36.03698587516327,-0.8641080066322858,0.2691511393950839,36,8,9
20,denoise_step=005,future_uv,0.0313383793963532,-2.596395148722375,0.0313383793963532,0.1761468868571532,0.1438791751861572,40.23859125141278,-1.0814471106768881,0.2691511393950839,36,8,9
20,raw_no_denoise,future_uv,0.0047627778455815,0.0,0.0047627778455815,0.068210885190939,0.0506494913643561,14.009382824473253,0.0,0.2256728760574175,45,10,11
20,denoise_step=007,future_uv,0.0208660759702787,-3.3810726947166914,0.0208660759702787,0.1436153338994545,0.1142527896671808,31.192344823485826,-1.2265324043394215,0.2256728760574175,45,10,11
20,denoise_step=003,future_uv,0.0213935879593248,-3.4918299053507083,0.0213935879593248,0.1449670609294998,0.1206542122067872,33.23667261664665,-1.3724580185348982,0.2256728760574175,45,10,11
20,denoise_step=001,future_uv,0.0232519054164489,-3.8820050336842895,0.0232519054164489,0.1511086633363372,0.1304645654022323,36.20040222231152,-1.5840112070513455,0.2256728760574175,45,10,11
20,denoise_step=005,future_uv,0.0239269399695391,-4.023736303748972,0.0239269399695391,0.153113658352915,0.1261967858974484,34.65711160031905,-1.4738499928616335,0.2256728760574175,45,10,11
24,raw_no_denoise,future_uv,0.0157275726771903,0.0,0.0157275726771903,0.1248000053916411,0.096896486268157,26.96191082040222,0.0,0.4409937907943567,8,1,2
24,denoise_step=007,future_uv,0.0384341455749226,-1.4437429960609016,0.0384341455749226,0.1936399203958471,0.1598477437937975,44.99950410515132,-0.6690027796954195,0.4409937907943567,8,1,2
24,denoise_step=001,future_uv,0.0394748396531333,-1.5099130338392057,0.0394748396531333,0.1952289562849771,0.1624862804978037,46.01427097202088,-0.7066398327080601,0.4409937907943567,8,1,2
24,denoise_step=005,future_uv,0.0402865109244056,-1.5615212055470664,0.0402865109244056,0.1980624417340533,0.164272712470335,46.19242636955056,-0.7132475022725951,0.4409937907943567,8,1,2
24,denoise_step=003,future_uv,0.0404238705455824,-1.5702548877239744,0.0404238705455824,0.1977428134924136,0.1597386810535229,44.90858800662971,-0.6656307598438884,0.4409937907943567,8,1,2
24,raw_no_denoise,future_uv,0.0113863820609237,0.0,0.0113863820609237,0.1055318203833779,0.0811323745187765,22.36217809562604,0.0,0.3995859170058746,16,3,4
24,denoise_step=003,future_uv,0.0297815433739998,-1.6155404951855115,0.0297815433739998,0.1720718025359061,0.1402516975289299,39.318990924590366,-0.7582809132658245,0.3995859170058746,16,3,4
24,denoise_step=001,future_uv,0.0325929848997859,-1.8624531238627564,0.0325929848997859,0.1798242808437248,0.1465423156817754,41.13073983992109,-0.8392993591248661,0.3995859170058746,16,3,4
24,denoise_step=005,future_uv,0.0332071689992957,-1.9163933566973443,0.0332071689992957,0.1809384690185017,0.1497316837125683,42.00752728227256,-0.8785078583418081,0.3995859170058746,16,3,4
24,denoise_step=007,future_uv,0.0339227607223064,-1.979239633871417,0.0339227607223064,0.1829445834423937,0.1519661776829456,42.800483916857225,-0.9139675810572694,0.3995859170058746,16,3,4
