mode,guidance_scale,negative_prompt,future_latent_slots,sigma_start,denoise_steps,sigma_schedule,target_latent_idx,target_latent_end,prev_latent_baseline_cos,prev_sequence_baseline_cos,initial_noise_cos,initial_noise_sequence_cos,latent_cos_pred_x0,latent_mse_pred_x0,latent_cos_x_final,latent_mse_x_final,sequence_cos_pred_x0,sequence_mse_pred_x0,sequence_cos_x_final,sequence_mse_x_final,cos_x_final_vs_baseline_diff,cos_pred_x0_vs_baseline_diff,sequence_cos_x_final_vs_baseline_diff,sequence_cos_pred_x0_vs_baseline_diff,hidden_cos,run_dir,cond_frames,future_pixel_frames,frame_start,frame_stride,cond_latent_frames,summary_target_latent_idx,latent_shape
A1_causal,1.0,,1,1.0,3,1 0.21688892 0.030609557 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0017726795049384236,-0.0017726795049384236,0.1802096664905548,0.46494847536087036,0.17740702629089355,0.465236097574234,0.1802096664905548,0.46494847536087036,0.17740702629089355,0.465236097574234,-0.6506282091140747,-0.6478255689144135,-0.6506282091140747,-0.6478255689144135,0.6109092235565186,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,1.0,,1,1.0,5,1 0.41625082 0.15280411 0.047427303 0.011630898 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0014376932522282004,0.0014376932522282004,0.2274116426706314,0.45896703004837036,0.22438989579677582,0.45928245782852173,0.2274116426706314,0.45896703004837036,0.22438989579677582,0.45928245782852173,-0.6036453396081924,-0.6006235927343369,-0.6036453396081924,-0.6006235927343369,0.6743279695510864,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,1.0,,1,1.0,10,1 0.65408052 0.41625082 0.25675965 0.15280411 0.087233805 0.047427303 0.02432853 0.011630898 0.005096774 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0004076828481629491,0.0004076828481629491,0.21316757798194885,0.45983514189720154,0.21017327904701233,0.4601894021034241,0.21316757798194885,0.45983514189720154,0.21017327904701233,0.4601894021034241,-0.6178619563579559,-0.6148676574230194,-0.6178619563579559,-0.6148676574230194,0.7122128009796143,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,1.0,,1,1.0,20,1 0.811359 0.65408052 0.52369317 0.41625082 0.3282849 0.25675965 0.19903033 0.15280411 0.11610374 0.087233805 0.064749394 0.047427303 0.034239447 0.02432853 0.016985811 0.011630898 0.0077934621 0.005096774 0.0032429792 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0020506158471107483,0.0020506158471107483,0.22668710350990295,0.4573099613189697,0.22397461533546448,0.4576474130153656,0.22668710350990295,0.4573099613189697,0.22397461533546448,0.4576474130153656,-0.6040606200695038,-0.6013481318950653,-0.6040606200695038,-0.6013481318950653,0.7293696403503418,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,1.0,,1,2.0,1,2 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0009207550319842994,0.0009207550319842994,0.15169937908649445,0.46818283200263977,0.1506972312927246,0.46827974915504456,0.15169937908649445,0.46818283200263977,0.1506972312927246,0.46827974915504456,-0.6773380041122437,-0.6763358563184738,-0.6773380041122437,-0.6763358563184738,0.5085790753364563,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,1.0,,1,2.0,3,2 0.38721939 0.045149488 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.001205060980282724,-0.001205060980282724,0.19255566596984863,0.46199724078178406,0.19015836715698242,0.46230629086494446,0.19255566596984863,0.46199724078178406,0.19015836715698242,0.46230629086494446,-0.6378768682479858,-0.6354795694351196,-0.6378768682479858,-0.6354795694351196,0.6083202362060547,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,1.0,,1,2.0,5,2 0.7825805 0.26474258 0.073391184 0.015237082 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0010422614868730307,0.0010422614868730307,0.22025036811828613,0.45739567279815674,0.21789123117923737,0.45772111415863037,0.22025036811828613,0.45739567279815674,0.21789123117923737,0.45772111415863037,-0.6101440042257309,-0.6077848672866821,-0.6101440042257309,-0.6077848672866821,0.7176739573478699,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,1.0,,1,2.0,10,2 1.2708733 0.7825805 0.46481215 0.26474258 0.14354265 0.073391184 0.034946133 0.015237082 0.0059406159 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0015365323051810265,0.0015365323051810265,0.21650274097919464,0.45699450373649597,0.21457475423812866,0.4573104977607727,0.21650274097919464,0.45699450373649597,0.21457475423812866,0.4573104977607727,-0.6134604811668396,-0.6115324944257736,-0.6134604811668396,-0.6115324944257736,0.7554740905761719,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,1.0,,1,2.0,20,2 1.600149 1.2708733 1.0014712 0.7825805 0.60604875 0.46481215 0.35278252 0.26474258 0.19624894 0.14354265 0.1034668 0.073391184 0.051143357 0.034946133 0.023360972 0.015237082 0.0096658937 0.0059406159 0.0035205698 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0037632272578775883,-0.0037632272578775883,0.16317525506019592,0.4662971496582031,0.16129283607006073,0.4666520953178406,0.16317525506019592,0.4662971496582031,0.16129283607006073,0.4666520953178406,-0.6667423993349075,-0.6648599803447723,-0.6667423993349075,-0.6648599803447723,0.749672532081604,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.5,1,0.5 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0023684496991336346,0.0023684496991336346,0.1537458747625351,0.46760550141334534,0.15364284813404083,0.46762603521347046,0.1537458747625351,0.46760550141334534,0.15364284813404083,0.46762603521347046,-0.6743923872709274,-0.6742893606424332,-0.6743923872709274,-0.6742893606424332,0.519865095615387,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.5,3,0.5 0.12266964 0.021107669 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0020117759704589844,-0.0020117759704589844,0.2785990834236145,0.4563008248806,0.2724897861480713,0.4568405747413635,0.2785990834236145,0.4563008248806,0.2724897861480713,0.4568405747413635,-0.555545449256897,-0.5494361519813538,-0.555545449256897,-0.5494361519813538,0.6245930790901184,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.5,5,0.5 0.22269149 0.089224105 0.031149099 0.0090225648 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.004124475177377462,-0.004124475177377462,0.2909320592880249,0.4536679983139038,0.2855764627456665,0.4541941285133362,0.2909320592880249,0.4536679983139038,0.2855764627456665,0.4541941285133362,-0.5424587726593018,-0.5371031761169434,-0.5424587726593018,-0.5371031761169434,0.6425355672836304,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.5,10,0.5 0.33760387 0.22269149 0.14307905 0.089224105 0.053770554 0.031149099 0.017229734 0.0090225648 0.0044233257 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0005683609051629901,0.0005683609051629901,0.32640451192855835,0.4506090581417084,0.32071593403816223,0.45112836360931396,0.32640451192855835,0.4506090581417084,0.32071593403816223,0.45112836360931396,-0.507319301366806,-0.5016307234764099,-0.507319301366806,-0.5016307234764099,0.7111797332763672,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.5,20,0.5 0.41198815 0.33760387 0.27504134 0.22269149 0.17912547 0.14307905 0.11343794 0.089224105 0.069582798 0.053770554 0.04114394 0.031149099 0.023312053 0.017229734 0.012561706 0.0090225648 0.0063749751 0.0044233257 0.0030079658 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0013422103365883231,0.0013422103365883231,0.2968519330024719,0.45237311720848083,0.292650431394577,0.45274993777275085,0.2968519330024719,0.45237311720848083,0.292650431394577,0.45274993777275085,-0.5353848040103912,-0.5311833024024963,-0.5353848040103912,-0.5311833024024963,0.7629485130310059,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.8,1,0.8 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0010139595251530409,0.0010139595251530409,0.18912918865680695,0.4626512825489044,0.18881215155124664,0.46269938349723816,0.18912918865680695,0.4626512825489044,0.18881215155124664,0.46269938349723816,-0.6392230838537216,-0.6389060467481613,-0.6392230838537216,-0.6389060467481613,0.5053565502166748,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.8,3,0.8 0.1803376 0.027107146 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0017813672311604023,-0.0017813672311604023,0.25066128373146057,0.45557263493537903,0.24719125032424927,0.45594432950019836,0.25066128373146057,0.45557263493537903,0.24719125032424927,0.45594432950019836,-0.580843985080719,-0.5773739516735077,-0.580843985080719,-0.5773739516735077,0.6664130687713623,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.8,5,0.8 0.3401087 0.12833713 0.041349901 0.010699258 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.001548171043395996,-0.001548171043395996,0.2625282108783722,0.45191439986228943,0.258156955242157,0.45248785614967346,0.2625282108783722,0.45191439986228943,0.258156955242157,0.45248785614967346,-0.5698782801628113,-0.5655070245265961,-0.5698782801628113,-0.5655070245265961,0.6968808174133301,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.8,10,0.8 0.52847472 0.3401087 0.2124934 0.12833713 0.074533362 0.041349901 0.021730302 0.010699258 0.0048635222 0.002,1,2,0.8280352354049683,0.8280352354049683,0.004501017741858959,0.004501017741858959,0.32488423585891724,0.44144779443740845,0.3208059072494507,0.4420052170753479,0.32488423585891724,0.44144779443740845,0.3208059072494507,0.4420052170753479,-0.5072293281555176,-0.503150999546051,-0.5072293281555176,-0.503150999546051,0.749811053276062,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,0.8,20,0.8 0.65221396 0.52847472 0.42542904 0.3401087 0.26989634 0.2124934 0.16589006 0.12833713 0.098319816 0.074533362 0.055860379 0.041349901 0.030198058 0.021730302 0.015385136 0.010699258 0.0072940769 0.0048635222 0.0031630801 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0009999198373407125,-0.0009999198373407125,0.27291977405548096,0.44846031069755554,0.26933538913726807,0.44898080825805664,0.27291977405548096,0.44846031069755554,0.26933538913726807,0.44898080825805664,-0.5586998462677002,-0.5551154613494873,-0.5586998462677002,-0.5551154613494873,0.7486450672149658,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,1.0,1,1 0.002,1,2,0.8280352354049683,0.8280352354049683,-8.806714322417974e-05,-8.806714322417974e-05,0.16642184555530548,0.4656757116317749,0.16605544090270996,0.4657267928123474,0.16642184555530548,0.4656757116317749,0.16605544090270996,0.4657267928123474,-0.6619797945022583,-0.6616133898496628,-0.6619797945022583,-0.6616133898496628,0.5035361051559448,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,1.0,3,1 0.21688892 0.030609557 0.002,1,2,0.8280352354049683,0.8280352354049683,3.922358155250549e-05,3.922358155250549e-05,0.2232961356639862,0.45776405930519104,0.21963699162006378,0.45824161171913147,0.2232961356639862,0.45776405930519104,0.21963699162006378,0.45824161171913147,-0.6083982437849045,-0.6047390997409821,-0.6083982437849045,-0.6047390997409821,0.6635426878929138,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,1.0,5,1 0.41625082 0.15280411 0.047427303 0.011630898 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0016311826184391975,-0.0016311826184391975,0.23900097608566284,0.45490679144859314,0.23475533723831177,0.4554853141307831,0.23900097608566284,0.45490679144859314,0.23475533723831177,0.4554853141307831,-0.5932798981666565,-0.5890342593193054,-0.5932798981666565,-0.5890342593193054,0.7200143337249756,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,1.0,10,1 0.65408052 0.41625082 0.25675965 0.15280411 0.087233805 0.047427303 0.02432853 0.011630898 0.005096774 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.002335776574909687,-0.002335776574909687,0.2661941647529602,0.44956663250923157,0.2626691460609436,0.4500892162322998,0.2661941647529602,0.44956663250923157,0.2626691460609436,0.4500892162322998,-0.5653660893440247,-0.5618410706520081,-0.5653660893440247,-0.5618410706520081,0.7675336599349976,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,1.0,20,1 0.811359 0.65408052 0.52369317 0.41625082 0.3282849 0.25675965 0.19903033 0.15280411 0.11610374 0.087233805 0.064749394 0.047427303 0.034239447 0.02432853 0.016985811 0.011630898 0.0077934621 0.005096774 0.0032429792 0.002,1,2,0.8280352354049683,0.8280352354049683,5.629778024740517e-05,5.629778024740517e-05,0.2582608461380005,0.4497887194156647,0.2554805874824524,0.45023033022880554,0.2582608461380005,0.4497887194156647,0.2554805874824524,0.45023033022880554,-0.5725546479225159,-0.5697743892669678,-0.5725546479225159,-0.5697743892669678,0.7595171928405762,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,2.0,1,2 0.002,1,2,0.8280352354049683,0.8280352354049683,0.003239942714571953,0.003239942714571953,0.23832491040229797,0.4544553756713867,0.2379600703716278,0.4545022249221802,0.23832491040229797,0.4544553756713867,0.2379600703716278,0.4545022249221802,-0.5900751650333405,-0.5897103250026703,-0.5900751650333405,-0.5897103250026703,0.5041927099227905,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,2.0,3,2 0.38721939 0.045149488 0.002,1,2,0.8280352354049683,0.8280352354049683,7.36410147510469e-05,7.36410147510469e-05,0.26805391907691956,0.44847023487091064,0.2651877701282501,0.44890332221984863,0.26805391907691956,0.44847023487091064,0.2651877701282501,0.44890332221984863,-0.5628474652767181,-0.5599813163280487,-0.5628474652767181,-0.5599813163280487,0.6379148960113525,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,2.0,5,2 0.7825805 0.26474258 0.073391184 0.015237082 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0017278012819588184,-0.0017278012819588184,0.259763240814209,0.44832971692085266,0.2575511932373047,0.4487220346927643,0.259763240814209,0.44832971692085266,0.2575511932373047,0.4487220346927643,-0.5704840421676636,-0.5682719945907593,-0.5704840421676636,-0.5682719945907593,0.7268379926681519,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,2.0,10,2 1.2708733 0.7825805 0.46481215 0.26474258 0.14354265 0.073391184 0.034946133 0.015237082 0.0059406159 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.00019350287038832903,-0.00019350287038832903,0.30953019857406616,0.4382729232311249,0.30702289938926697,0.43872711062431335,0.30953019857406616,0.4382729232311249,0.30702289938926697,0.43872711062431335,-0.5210123360157013,-0.5185050368309021,-0.5210123360157013,-0.5185050368309021,0.762988805770874,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,3.0,,1,2.0,20,2 1.600149 1.2708733 1.0014712 0.7825805 0.60604875 0.46481215 0.35278252 0.26474258 0.19624894 0.14354265 0.1034668 0.073391184 0.051143357 0.034946133 0.023360972 0.015237082 0.0096658937 0.0059406159 0.0035205698 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0020931093022227287,0.0020931093022227287,0.3306582570075989,0.4326357841491699,0.3281479477882385,0.43311184644699097,0.3306582570075989,0.4326357841491699,0.3281479477882385,0.43311184644699097,-0.49988728761672974,-0.4973769783973694,-0.49988728761672974,-0.4973769783973694,0.7775858044624329,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,5.0,,1,0.5,1,0.5 0.002,1,2,0.8280352354049683,0.8280352354049683,0.0022046014200896025,0.0022046014200896025,0.17498832941055298,0.4643261134624481,0.17501215636730194,0.46433529257774353,0.17498832941055298,0.4643261134624481,0.17501215636730194,0.46433529257774353,-0.6530230790376663,-0.6530469059944153,-0.6530230790376663,-0.6530469059944153,0.5341516137123108,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,5.0,,1,0.5,3,0.5 0.12266964 0.021107669 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.002558615757152438,-0.002558615757152438,0.2924714684486389,0.4491772949695587,0.28747135400772095,0.4498085677623749,0.2924714684486389,0.4491772949695587,0.28747135400772095,0.4498085677623749,-0.5405638813972473,-0.5355637669563293,-0.5405638813972473,-0.5355637669563293,0.6594870090484619,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,5.0,,1,0.5,5,0.5 0.22269149 0.089224105 0.031149099 0.0090225648 0.002,1,2,0.8280352354049683,0.8280352354049683,-0.0008876469801180065,-0.0008876469801180065,0.32262784242630005,0.4458443820476532,0.31692978739738464,0.4465020000934601,0.32262784242630005,0.4458443820476532,0.31692978739738464,0.4465020000934601,-0.5111054480075836,-0.5054073929786682,-0.5111054480075836,-0.5054073929786682,0.7476820349693298,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
A1_causal,5.0,,1,0.5,10,0.5 0.33760387 0.22269149 0.14307905 0.089224105 0.053770554 0.031149099 0.017229734 0.0090225648 0.0044233257 0.002,1,2,0.8280352354049683,0.8280352354049683,-3.069997183047235e-05,-3.069997183047235e-05,0.3458935022354126,0.44144660234451294,0.3413069546222687,0.4420070946216583,0.3458935022354126,0.44144660234451294,0.3413069546222687,0.4420070946216583,-0.4867282807826996,-0.48214173316955566,-0.4867282807826996,-0.48214173316955566,0.7749709486961365,/data/repos/cosmos_causal_probe/outputs/cfg_sequence_sweep_small/cond_1_slots_1_neg_empty,1,4,0,1,1,1,1x16x2x88x160
