target,source,layer,epoch,train_loss,val_loss,val_xyz_rmse_m,val_uv_mae_norm,val_depth_mae_m,val_velocity_mae_m_per_frame,val_contact_acc,val_success_acc,val_time_to_contact_acc,val_time_to_contact_mae_bucket
current,raw_no_denoise,6,14.0,0.15884570810166035,0.2979898340218551,0.11068277113087527,0.1166298690584156,0.054759171433173694,,0.77447553072776,0.9947552447552448,,
current,raw_no_denoise,6,15.0,0.16740428199012014,0.3419213103247689,0.11634006450226257,0.12892460447924953,0.058871363634829754,,0.7674825237347529,0.9947552447552448,,
current,raw_no_denoise,6,16.0,0.15695004972221338,0.29656990278850903,0.12394876715603408,0.11935598491788744,0.049108814578373114,,0.7709790234799152,0.9947552447552448,,
current,raw_no_denoise,6,17.0,0.147180177528686,0.2680306192878243,0.10857499229324448,0.11181644991144433,0.05975350143609347,,0.8339160897515037,0.9947552447552448,,
current,raw_no_denoise,6,18.0,0.14903303917666993,0.3056338789996567,0.1176619047259951,0.11310856560101876,0.047279586559617434,,0.7937063012089762,0.9947552447552448,,
future,raw_no_denoise,14,0.0,1.3875840196804123,1.0473923833220156,0.15760521080110457,0.11950953002576228,0.11651094789271588,0.07341232911481724,0.6902098047149765,0.9419580606313852,0.6713286763304597,1.176573431575215
future,raw_no_denoise,14,1.0,0.9252844500579115,0.9134000260513145,0.13940630894857686,0.1252994705121834,0.10665208872381624,0.053974642307608275,0.7601398671423638,0.9419580606313852,0.6520979054324276,1.2832167840504145
future,raw_no_denoise,14,2.0,0.8232153044952141,0.8602027217824976,0.13416784074339833,0.12215629793130435,0.09646702891254759,0.05217353095645671,0.7776223825408028,0.9419580606313852,0.6713286746631969,1.1993007001343308
future,raw_no_denoise,14,3.0,0.7614755229074128,0.8182607422341833,0.1290369866402833,0.1174466609954834,0.0888427197933197,0.049090101533419604,0.7867133146399384,0.9419580606313852,0.6748251810774103,1.1713286763304598
future,raw_no_denoise,14,4.0,0.729871037803602,0.7924438835857631,0.1305209205492393,0.11689298313397628,0.08449137945483615,0.045080709603282955,0.8087412890020784,0.9419580606313852,0.70454546079769,0.9702797252815086
future,raw_no_denoise,14,5.0,0.7127740470169104,0.809767502587992,0.12723269443828744,0.11917681741964567,0.09230861338702115,0.045224540586863364,0.7933566482750686,0.9419580606313852,0.6765734282406893,1.1153846245545607
future,raw_no_denoise,14,6.0,0.6955543526300643,0.7896724889328429,0.1294389394196597,0.1157728365876458,0.08649205770734307,0.04718823756996568,0.7965035100916883,0.9419580606313852,0.6993007055529348,1.0279720329738165
future,raw_no_denoise,14,7.0,0.6755961666301805,0.7766541755282795,0.12666028342046937,0.12033378650675287,0.08263467622178418,0.039749732488518826,0.810489534081279,0.9412587572644641,0.7062937125459418,0.9597902147919981
future,raw_no_denoise,14,8.0,0.6502552414239856,0.7596808330162422,0.12550861987617465,0.12392661465214683,0.08169859819687329,0.04045522150459823,0.8157342693188807,0.9395105055162123,0.7062937079609691,0.9562937154636516
future,raw_no_denoise,14,9.0,0.6259399265097674,0.7909281028734221,0.12652461574627802,0.11446471533158442,0.07892733947797255,0.038712470785721195,0.7923077032282636,0.9398601505306218,0.6905594438939662,1.036713287546918
future,raw_no_denoise,14,10.0,0.6135984210054766,0.7635790063784673,0.12499786465318052,0.11885271893514619,0.07771588163775997,0.04272957740130125,0.8045454650492101,0.9398601505306218,0.692307696892665,0.9562937133795731
future,raw_no_denoise,14,11.0,0.5950575176176134,0.7827475387733299,0.12635838933341154,0.111667839380411,0.08421960764831596,0.039843254077893034,0.8006993232073484,0.9405594672356452,0.6730769276618958,1.1555944126802724
future,raw_no_denoise,14,12.0,0.5886602787245386,0.7725770215054492,0.12093577841361919,0.12070256367429986,0.07486202885637751,0.03690663170251813,0.7888112143203095,0.9405594672356452,0.7010489556339238,0.9982517553376151
future,raw_no_denoise,14,13.0,0.5601710406727095,0.7487462575619037,0.12359201480875483,0.11045221557150355,0.07349033124901198,0.03579760004173626,0.8129370675220357,0.9405594672356452,0.7115384632057243,0.9283216862411766
future,raw_no_denoise,14,14.0,0.5586019020814162,0.7673865565053233,0.11897436732595618,0.10936948334003661,0.08425435051321983,0.03651807293087452,0.8090909202615698,0.9416084022788734,0.692307696892665,1.0192307763166362
future,raw_no_denoise,14,15.0,0.5346327703826281,0.7496528733860363,0.11872305299018647,0.11126140927101348,0.07458141130896714,0.03477321390609641,0.8185314773679613,0.9444056024084558,0.7062937092114162,0.9178321707498777
future,raw_no_denoise,14,16.0,0.5118912222621205,0.7843714935796244,0.12442652308023892,0.11577640161230847,0.08098290693926645,0.03612615379107582,0.8041958217020635,0.9409090955774267,0.6748251810774103,1.1048951098968933
future,raw_no_denoise,14,17.0,0.5039138597446483,0.7952416818458717,0.11687985531516842,0.10432306974084227,0.07086110075974798,0.03443557636200131,0.7993007081371921,0.9440559540595208,0.6888111933961615,1.0227272798131395
future,raw_no_denoise,14,18.0,0.49055858562280846,0.8251773865072878,0.11725169618229767,0.11213064548018929,0.06840545116187809,0.03345563848848109,0.7937062982912664,0.9419580439587573,0.6660839223361515,1.071678325429663
future,raw_no_denoise,14,19.0,0.4699171710426055,0.868797533578806,0.11705494791894526,0.1089942771029639,0.07577937093752247,0.03262542748263666,0.7814685589783675,0.9426573506602041,0.664335668920637,1.1223776261289637
future,raw_no_denoise,14,20.0,0.4565902779951949,0.8834038189241102,0.11656165571062715,0.12126035337056314,0.06753853471441702,0.032325030936227815,0.7814685489747908,0.9412587572644641,0.664335668920637,1.1013986084844682
future,raw_no_denoise,14,21.0,0.4626539886184914,0.8638361258940264,0.11544966916521113,0.11212434906225938,0.06201291722538588,0.03041982296463493,0.7860139975180993,0.9419580522950712,0.6800699363221655,1.0611888161905996
current,raw_no_denoise,14,0.0,0.5665930568516909,0.3434114201919182,0.11591000594459214,0.13260816704559994,0.07500014224877724,,0.7552447585792809,0.9947552447552448,,
current,raw_no_denoise,14,1.0,0.3220131985340238,0.3052494690551624,0.10954149473797191,0.12369717600253913,0.07794890709065057,,0.7465034998380221,0.9947552447552448,,
current,raw_no_denoise,14,2.0,0.2874379857930134,0.3039028179812265,0.11945497739565122,0.1365364800383161,0.06438430086090847,,0.7639860156532767,0.9947552447552448,,
current,raw_no_denoise,14,3.0,0.27291053809588145,0.28112136817478633,0.12162606647381416,0.11715478778302253,0.06577134194907609,,0.7972028005373227,0.9947552447552448,,
current,raw_no_denoise,14,4.0,0.2644165868006845,0.275896634046848,0.11950500809646153,0.1207584737689345,0.059815251222857226,,0.7779720313065536,0.9947552447552448,,
current,raw_no_denoise,14,5.0,0.25595948755086123,0.285432451254838,0.1259827441894091,0.13336353863661105,0.05417097854864347,,0.8006993052842734,0.9947552447552448,,
current,raw_no_denoise,14,6.0,0.25046295811841773,0.279592613240222,0.11299681528048082,0.11265026178810146,0.052302899529467095,,0.8041958058630669,0.9947552447552448,,
current,raw_no_denoise,14,7.0,0.24184032310870604,0.27324141134748925,0.11210016979204192,0.12595273945089822,0.05414435746786478,,0.7954545471218083,0.9947552447552448,,
current,raw_no_denoise,14,8.0,0.23531041648735992,0.2867403326334653,0.11252352845418703,0.11715488474477422,0.05403322072608487,,0.7709790243135466,0.9947552447552448,,
current,raw_no_denoise,14,9.0,0.23065649195218946,0.26599395816976373,0.11816947870738023,0.1166620164380207,0.051976524501830546,,0.7779720296392908,0.9947552447552448,,
current,raw_no_denoise,14,10.0,0.22078271088551502,0.2722111756985004,0.1198206427214029,0.13161070926206095,0.09096255288882689,,0.7919580494607246,0.9947552447552448,,
current,raw_no_denoise,14,11.0,0.21466988268976497,0.27272921050345145,0.11742700427979022,0.11507427582999209,0.054595239147856515,,0.8024475586997879,0.9947552447552448,,
current,raw_no_denoise,14,12.0,0.22234289743462388,0.2793077503467773,0.11472165126066941,0.12988580018281937,0.05476789548993111,,0.776223777891039,0.9947552447552448,,
current,raw_no_denoise,14,13.0,0.21448881229388658,0.25949576851371287,0.10800172888732457,0.13141446967016568,0.05329558865486325,,0.8059440634467385,0.9947552447552448,,
current,raw_no_denoise,14,14.0,0.20158239555789312,0.26159616908827027,0.11493315636278033,0.11385482356890098,0.05275804255079556,,0.8181818227667909,0.9947552447552448,,
current,raw_no_denoise,14,15.0,0.19850286471787576,0.2710042633376755,0.10642638573279747,0.12315574569718821,0.05492298789582886,,0.7762237824760116,0.9947552447552448,,
current,raw_no_denoise,14,16.0,0.19504686776004743,0.265080523657632,0.11623389081104651,0.12061416587004295,0.05111778022109212,,0.7954545517067809,0.9947552447552448,,
current,raw_no_denoise,14,17.0,0.1839434806275031,0.28259902129640113,0.11345053896620556,0.11172999816757816,0.0543920433448328,,0.7674825204002274,0.9947552447552448,,
current,raw_no_denoise,14,18.0,0.18239620501055634,0.2727410236855487,0.11779228780236277,0.11847757178169864,0.04734772181959002,,0.7727272743945355,0.9947552447552448,,
current,raw_no_denoise,14,19.0,0.17961611562471375,0.2802574261501952,0.10674281850769803,0.112618844409089,0.06507601875525254,,0.7534965072478448,0.9947552447552448,,
current,raw_no_denoise,14,20.0,0.1694977105225274,0.31451667501376224,0.11381551498299712,0.11555062718949952,0.05599060566066862,,0.7674825220674901,0.9947552447552448,,
current,raw_no_denoise,14,21.0,0.16169391998222896,0.28375271921391254,0.11374084516005083,0.10764486295776768,0.04979444951652647,,0.7639860189878024,0.9947552447552448,,
future,raw_no_denoise,27,0.0,1.3355974451151897,1.0436331408840793,0.13855898734572883,0.12223422522103036,0.09492228237482217,0.06299014030011384,0.6244755341456487,0.9419580606313852,0.604895110313709,1.4580419672119034
future,raw_no_denoise,27,1.0,0.9777407277509967,0.9379212647884876,0.11693533087943818,0.1105757121752192,0.0895607917458861,0.05054963731786588,0.7423077163162765,0.9419580606313852,0.6730769280787114,1.1730769280787114
future,raw_no_denoise,27,2.0,0.8807630716725084,0.8859176077209152,0.14090235896043843,0.12143337632809485,0.07458421827613057,0.05573711669319993,0.7493007216420207,0.9419580606313852,0.6713286734127498,1.1381119014499905
future,raw_no_denoise,27,3.0,0.8149902511803284,0.8835732528379747,0.12657147843937774,0.1255525919524106,0.08766713285154396,0.044680541889234024,0.7608391800960461,0.9419580606313852,0.6625874175892009,1.2465035015052848
future,raw_no_denoise,27,4.0,0.7724292472917207,0.8155267888849432,0.1255171669946684,0.11620642588688777,0.0737614117406465,0.03859610360610735,0.8104895307467535,0.9419580606313852,0.7097902160424453,0.9895104945122779
future,raw_no_denoise,27,5.0,0.7389558969150346,0.7998072563351452,0.12522758189198022,0.12196967036990852,0.06477027821478311,0.04015576479943482,0.8185314840370125,0.9419580606313852,0.7027972090494382,1.022727277729061
future,raw_no_denoise,27,6.0,0.714122589379315,0.8178579748927296,0.12214160267706517,0.12243670892048548,0.06720061535080829,0.03630396210542926,0.8038461687681558,0.9419580606313852,0.6940559490577324,1.0227272827308496
future,raw_no_denoise,27,7.0,0.7040654063411934,0.7973197023351709,0.11975761977109042,0.1079473092214211,0.06326422767414079,0.035699805492287746,0.8129370837778478,0.9419580606313852,0.7115384644561714,0.9527972057149127
future,raw_no_denoise,27,8.0,0.6825177450569309,0.7834229152519386,0.11831642374708935,0.11104984195915969,0.05781462340504973,0.03430163829059867,0.813286720872759,0.9419580606313852,0.690559446811676,1.0734265771779148
future,raw_no_denoise,27,9.0,0.6581266222045036,0.7825776892942149,0.11663893886379428,0.11546094569709751,0.060378433394056935,0.036260181008935806,0.8076923289499083,0.9419580606313852,0.6835664369009592,1.1013986122358095
future,raw_no_denoise,27,10.0,0.646133713856971,0.8211435096247213,0.13857598977905888,0.10586783581680351,0.06956706365401094,0.037401483947788916,0.8013986048998533,0.9419580606313852,0.6853146898996579,1.1031468577318257
future,raw_no_denoise,27,11.0,0.6320243911054483,0.8033361184847104,0.11998242942186502,0.10211702087125578,0.05716213156710138,0.032865804913160684,0.7958042100592927,0.9419580606313852,0.6678321694994306,1.1923076989767434
future,raw_no_denoise,27,12.0,0.6312079419333669,0.8054661867501852,0.11092130881506246,0.09486796170264691,0.058226879086944607,0.03332005989561965,0.8101398890668695,0.9419580606313852,0.6940559486409167,1.0174825249852
future,raw_no_denoise,27,13.0,0.6143402920413055,0.8003333811159734,0.1189318955778242,0.09618575964774286,0.06781191751360893,0.033876181508486085,0.7937063116293687,0.9419580606313852,0.6818181880704173,1.0262237787246704
future,raw_no_denoise,27,14.0,0.5966534667898384,0.8042605623498663,0.11544847644709207,0.09251600118366989,0.05693276091055437,0.032753127881071785,0.797202800120507,0.9419580606313852,0.6958042020564312,1.0174825229011215
future,raw_no_denoise,27,15.0,0.5777191259610223,0.8005529567078277,0.11919780877920297,0.10820718192970837,0.06256092811276863,0.03586033283622115,0.8041958200348007,0.9419580606313852,0.6940559486409167,1.0751748297597978
future,raw_no_denoise,27,16.0,0.566378400782401,0.7901810207567015,0.12157146882760775,0.10538529974597317,0.06514172399273285,0.03337029552647284,0.8038461566805006,0.9419580606313852,0.7080419626269308,0.9807692353542035
future,raw_no_denoise,27,17.0,0.5560886410753618,0.8004510035881629,0.1201529164205898,0.10253441177464866,0.05821015508650066,0.03685016904052321,0.7954545667121461,0.9419580606313852,0.702797209466254,0.9877622494330773
current,raw_no_denoise,27,0.0,0.5571801352257632,0.35446526975064846,0.11137754735829947,0.12551325840966684,0.07088737955668589,,0.725524480526264,0.9947552447552448,,
current,raw_no_denoise,27,1.0,0.3531128327644414,0.33483792268312895,0.13951985777674855,0.12871817525450166,0.08018164753497063,,0.7482517549207994,0.9947552447552448,,
current,raw_no_denoise,27,2.0,0.3122117847344565,0.30490283094919646,0.1170421619411115,0.12498786378573705,0.07458595327147237,,0.7622377655722878,0.9947552447552448,,
current,raw_no_denoise,27,3.0,0.2915702120662671,0.2938619347719046,0.11857682643653629,0.1177755698978484,0.05265604829663163,,0.7430069980087813,0.9947552447552448,,
current,raw_no_denoise,27,4.0,0.2762039879240458,0.28958233378150244,0.11374618660111527,0.13534700292182136,0.0718607046752126,,0.7674825220674901,0.9947552447552448,,
current,raw_no_denoise,27,5.0,0.26474833076752524,0.2858271586311447,0.12589576381903428,0.1209473988184562,0.07175879300265879,,0.7814685364703199,0.9947552447552448,,
current,raw_no_denoise,27,6.0,0.2634512796132493,0.29613039460215534,0.12348486003759024,0.1360480134616365,0.053427413236219565,,0.7657342674015285,0.9947552447552448,,
current,raw_no_denoise,27,7.0,0.25889879483817324,0.2821739482712912,0.11684824484628398,0.11489682670656617,0.05509628631643482,,0.7884615401288012,0.9947552447552448,,
current,raw_no_denoise,27,8.0,0.24993098118990145,0.27494734442317403,0.11950009488142453,0.10594983925144155,0.058024728683741776,,0.7849650366322978,0.9947552447552448,,
current,raw_no_denoise,27,9.0,0.2531523876699211,0.2765391585710165,0.11147638759412966,0.12255124231943718,0.08364329010352388,,0.7884615447137739,0.9947552447552448,,
current,raw_no_denoise,27,10.0,0.2439976447558665,0.2798253241535667,0.1268951381211514,0.11166220820033466,0.047819911964706606,,0.795454552957228,0.9947552447552448,,
current,raw_no_denoise,27,11.0,0.23410356058804918,0.2762795207383749,0.11911618146863016,0.10891610175579577,0.06086312085911111,,0.7937062953735565,0.9947552447552448,,
current,raw_no_denoise,27,12.0,0.23074120198913048,0.2960100461553027,0.11262145711408629,0.12864135867440618,0.059709808574273035,,0.783216784884046,0.9947552447552448,,
current,raw_no_denoise,27,13.0,0.2236012883332311,0.289040355415611,0.1189396953457719,0.1321244069954732,0.05556541709945752,,0.776223777891039,0.9947552447552448,,
current,raw_no_denoise,27,14.0,0.21575185123193583,0.3101664694039138,0.11186722692076143,0.11315381938552523,0.052961212094430325,,0.7919580486270931,0.9947552447552448,,
current,raw_no_denoise,27,15.0,0.20946857978822297,0.2729890792519896,0.11387963025094745,0.11691341267807501,0.05892642692929798,,0.788461545964221,0.9947552447552448,,
current,raw_no_denoise,27,16.0,0.20454983787502937,0.31002736070772985,0.11225786680108184,0.1090190157919497,0.06288648863042985,,0.7604895113231419,0.9947552447552448,,
current,raw_no_denoise,27,17.0,0.2045099682860322,0.2986161060683377,0.10982011050194293,0.12333526170545525,0.0578623179320272,,0.7709790272312564,0.9947552447552448,,
current,raw_no_denoise,27,18.0,0.20361086150727803,0.30948163829483355,0.12072834976903209,0.13030120230221248,0.049044582002854845,,0.7709790226462838,0.9947552447552448,,
current,raw_no_denoise,27,19.0,0.19847940002075357,0.29708087944484257,0.10683532059192657,0.10462780416637034,0.05872773681278829,,0.7779720300561065,0.9947552447552448,,
current,raw_no_denoise,27,20.0,0.18472508737580556,0.3116668150141523,0.11210513406700187,0.12593108858470317,0.04664052559154017,,0.7587412608253372,0.9947552447552448,,
current,raw_no_denoise,27,21.0,0.1879481007483915,0.3198488731901129,0.11301474189841663,0.10088742086728969,0.04879032080615317,,0.7762237770574076,0.9947552447552448,,
current,raw_no_denoise,27,22.0,0.19173147160928328,0.29826743411017465,0.11445314661189393,0.11426884363164434,0.04803988157765015,,0.7587412595748901,0.9947552447552448,,
current,raw_no_denoise,27,23.0,0.18908226415164056,0.32094329970699925,0.11774620194951971,0.11738374735508765,0.0504835933655292,,0.7884615409624326,0.9947552447552448,,
future,denoise_tau=0.900,6,0.0,1.3857186955035763,1.0934997688640247,0.14458246768771352,0.1269586818826782,0.12879018506386897,0.06359179112148451,0.6804196055118854,0.9419580606313852,0.564685319687103,1.7010489560507394
future,denoise_tau=0.900,6,1.0,1.0033523562938864,1.021376670657338,0.13242266770009395,0.12801466267425698,0.09181050904147275,0.05539282221164737,0.7157342734036746,0.9419580606313852,0.5839160889178723,1.585664340666124
future,denoise_tau=0.900,6,2.0,0.9347646816559078,0.9811286592816973,0.12971285412778388,0.1214146923039343,0.09486923377205442,0.05444483130753457,0.71118883319668,0.9419580606313852,0.6083916133933968,1.4335664385682219
future,denoise_tau=0.900,6,3.0,0.884190589142744,0.9503407586704601,0.1294946911243292,0.11432960806609867,0.10003593772441358,0.049055052413181824,0.721328683666416,0.9419580606313852,0.6328671378689212,1.356643361645145
future,denoise_tau=0.900,6,4.0,0.848119102430119,0.9408688211774493,0.13547932351385797,0.12239058805512382,0.08786262087263427,0.04275484695718005,0.7486014032697345,0.9419580606313852,0.643356646691169,1.3444055952392258
future,denoise_tau=0.900,6,5.0,0.8104713129660398,0.9221327429884797,0.12932433896548265,0.11252847511868377,0.08005530183965509,0.04430375818710227,0.7426573575793446,0.9419580606313852,0.6451048967721579,1.3269230860930223
future,denoise_tau=0.900,6,6.0,0.7895527977022683,0.9381571678848534,0.13604368623736854,0.11448492932986547,0.07663546137876444,0.0423098507929932,0.7332167954711647,0.9419580606313852,0.643356646691169,1.2937062945399251
future,denoise_tau=0.900,6,7.0,0.7769191315634472,0.9213886123437148,0.13203992293431208,0.11504286022244634,0.0797185527382197,0.03958199959951681,0.7496503729086655,0.9419580606313852,0.6416083932756544,1.2849650441349802
future,denoise_tau=0.900,6,8.0,0.7559814549502997,0.9974129595956602,0.1321983138372848,0.12658633124995064,0.07621343324442843,0.038351626819247135,0.7444055909877056,0.9419580606313852,0.6416083932756544,1.3111888203587565
future,denoise_tau=0.900,6,9.0,0.7591146371053938,0.9321027202206058,0.1298369481847003,0.1135690980232679,0.07120344996243924,0.0365285996113207,0.7447552610110569,0.9419580606313852,0.6363636380308991,1.2832167923867286
future,denoise_tau=0.900,6,10.0,0.7419835445083666,0.9171006008461638,0.13161794820448736,0.11816204584145046,0.07415475904733151,0.038847868493595325,0.7590909266805316,0.9419580606313852,0.6451049013571306,1.2342657392675227
future,denoise_tau=0.900,6,11.0,0.7280641889647,0.9414634787952983,0.1337486262713279,0.10704607162233833,0.07192334267017725,0.0394765335311006,0.7440559693149753,0.9419580606313852,0.6346153879499102,1.272727273560904
future,denoise_tau=0.900,6,12.0,0.7247552449699474,0.9546735161667937,0.1260094728086378,0.1134985249255087,0.0692273854584127,0.03505786771436671,0.7552447681660419,0.9419580606313852,0.6451048984394206,1.2290209798546103
future,denoise_tau=0.900,6,13.0,0.7385159837582048,0.9584387865933505,0.1290352333050508,0.12409520284696059,0.06912824860611162,0.034165009673867194,0.7405594541476324,0.9419580606313852,0.6293706327051549,1.2762237770574076
future,denoise_tau=0.900,6,14.0,0.706209658827849,0.9198206479732807,0.12939956878031883,0.11312974635120872,0.06266663629900325,0.03309907227546185,0.7597902267129271,0.9419580606313852,0.6381118943641236,1.2430069980087814
future,denoise_tau=0.900,6,15.0,0.693256732058862,0.9158146298015034,0.1283708079294725,0.11134469717532605,0.06482641662021617,0.03610495472704614,0.7615384684576021,0.9416084022788734,0.6346153908676201,1.2377622427640262
future,denoise_tau=0.900,6,16.0,0.6833734802398801,0.9748112184184414,0.12760828362478244,0.11878599111850445,0.06279091919948171,0.03564276402959457,0.7440559513919003,0.9416084022788734,0.6241258791276625,1.274475529477313
future,denoise_tau=0.900,6,17.0,0.6883373967893831,0.963203619410108,0.12699449875138022,0.12729538377973584,0.06334624694777535,0.03438618685398902,0.7534965180850529,0.9419580606313852,0.6416083982774428,1.2482517574216936
future,denoise_tau=0.900,6,18.0,0.6732152743466795,0.9721691858518374,0.1315626402001281,0.12707853077591716,0.07182005313518164,0.034443651853533055,0.7423077042286212,0.9388112154873934,0.6293706356228649,1.3024475574493408
