mode,sigma_start,denoise_steps,target_latent_idx,prev_latent_baseline_cos,noisy_input_cos,latent_cos_pred_x0,latent_mse_pred_x0,cos_pred_x0_vs_baseline_diff,hidden_cos
A0_noised_true_future,0.002,0,4,0.9647329449653625,0.9999952912330627,0.9999951124191284,8.695856195117813e-06,0.03526216745376587,0.9999980926513672
A0_noised_true_future,0.05,0,4,0.9647329449653625,0.9979631304740906,0.9985013604164124,0.0037596370093524456,0.033768415451049805,0.9067597389221191
A0_noised_true_future,0.1,0,4,0.9647329449653625,0.9910101890563965,0.9958784580230713,0.012241056188941002,0.03114551305770874,0.7979017496109009
A0_noised_true_future,0.2,0,4,0.9647329449653625,0.9569383859634399,0.9908111095428467,0.03828433156013489,0.02607816457748413,0.7440908551216125
A0_noised_true_future,0.3,0,4,0.9647329449653625,0.8874558210372925,0.9861152172088623,0.0760413333773613,0.021382272243499756,0.7136392593383789
A0_noised_true_future,0.5,0,4,0.9647329449653625,0.635617733001709,0.9728405475616455,0.18823307752609253,0.008107602596282959,0.6581411361694336
A0_noised_true_future,0.8,0,4,0.9647329449653625,0.20045150816440582,0.831104040145874,0.45593857765197754,-0.13362890481948853,0.5984854102134705
A0_noised_true_future,1.0,0,4,0.9647329449653625,3.7222402170300484e-05,0.060529813170433044,0.6899423599243164,-0.9042031317949295,0.5829216241836548
A0_noised_true_future,2.0,0,4,0.9647329449653625,-0.37967467308044434,-0.8884032368659973,2.3380415439605713,-1.8531361818313599,0.47703486680984497
A0_noised_true_future,5.0,0,4,0.9647329449653625,-0.5504476428031921,-0.8379921317100525,3.7005348205566406,-1.802725076675415,-0.18497222661972046
